
SetupTitle, Endurance Measure 2V 1kHz After 160 000 Cycles(1)(1)
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 500, 500, 500, 500, 500
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5E-06, -1.8980048800000002E-07, 0.028431151062250002, 5E-06, 5E-06
DataValue, 1.5E-05, -2.91349892E-07, 0.068926617503166, 1.5E-05, 1.5E-05
DataValue, 2.5E-05, -3.2463873400000004E-07, 0.10859850794076902, 2.5E-05, 2.5E-05
DataValue, 3.5000000000000004E-05, -2.57216811E-07, 0.14834226667881, 3.5000000000000004E-05, 3.5000000000000004E-05
DataValue, 4.5E-05, -3.8859104700000005E-07, 0.18862390518188502, 4.5E-05, 4.5E-05
DataValue, 5.5E-05, -3.8585210400000004E-07, 0.22902953624725303, 5.5E-05, 5.5E-05
DataValue, 6.5000000000000008E-05, -3.49237411E-07, 0.268841981887817, 6.5000000000000008E-05, 6.5000000000000008E-05
DataValue, 7.5000000000000007E-05, -3.0979680300000003E-07, 0.308490991592407, 7.5000000000000007E-05, 7.5000000000000007E-05
DataValue, 8.5E-05, -4.03486979E-07, 0.34830975532531705, 8.5E-05, 8.5E-05
DataValue, 9.5E-05, -4.1557734700000003E-07, 0.388090163469315, 9.5E-05, 9.5E-05
DataValue, 0.000105, -3.87457874E-07, 0.42899104952812206, 0.000105, 0.000105
DataValue, 0.000115, -4.7896520500000008E-07, 0.46890988945961004, 0.000115, 0.000115
DataValue, 0.000125, -4.76311783E-07, 0.50807100534439109, 0.000125, 0.000125
DataValue, 0.000135, -4.6002043100000004E-07, 0.548017680644989, 0.000135, 0.000135
DataValue, 0.000145, -5.15748866E-07, 0.58837115764617909, 0.000145, 0.000145
DataValue, 0.000155, -5.48846288E-07, 0.6285791993141171, 0.000155, 0.000155
DataValue, 0.000165, -4.84959173E-07, 0.668586432933807, 0.000165, 0.000165
DataValue, 0.000175, -5.98960071E-07, 0.708777904510498, 0.000175, 0.000175
DataValue, 0.00018500000000000002, -6.7426299200000006E-07, 0.748487114906311, 0.00018500000000000002, 0.00018500000000000002
DataValue, 0.00019500000000000002, -5.85611758E-07, 0.788290083408356, 0.00019500000000000002, 0.00019500000000000002
DataValue, 0.00020500000000000002, -6.1289398400000008E-07, 0.828728795051575, 0.00020500000000000002, 0.00020500000000000002
DataValue, 0.00021500000000000002, -7.1422459800000006E-07, 0.86879485845565807, 0.00021500000000000002, 0.00021500000000000002
DataValue, 0.00022500000000000002, -6.4076590400000006E-07, 0.90836215019226108, 0.00022500000000000002, 0.00022500000000000002
DataValue, 0.00023500000000000002, -7.13728866E-07, 0.94853353500366211, 0.00023500000000000002, 0.00023500000000000002
DataValue, 0.000245, -7.7844055100000007E-07, 0.98846995830535911, 0.000245, 0.000245
DataValue, 0.000255, -7.27999293E-07, 1.0284979343414311, 0.000255, 0.000255
DataValue, 0.000265, -7.08165373E-07, 1.0688546895980842, 0.000265, 0.000265
DataValue, 0.000275, -7.7325228200000009E-07, 1.10891330242157, 0.000275, 0.000275
DataValue, 0.00028500000000000004, -7.0151645600000006E-07, 1.1487857103347781, 0.00028500000000000004, 0.00028500000000000004
DataValue, 0.000295, -6.1888096100000009E-07, 1.1886051893234251, 0.000295, 0.000295
DataValue, 0.00030500000000000004, -8.063335600000001E-07, 1.2288187742233281, 0.00030500000000000004, 0.00030500000000000004
DataValue, 0.000315, -7.3257615400000009E-07, 1.2690215110778811, 0.000315, 0.000315
DataValue, 0.00032500000000000004, -6.6057594900000008E-07, 1.3089456558227541, 0.00032500000000000004, 0.00032500000000000004
DataValue, 0.000335, -6.96154245E-07, 1.3488168716430662, 0.000335, 0.000335
DataValue, 0.00034500000000000004, -7.154496300000001E-07, 1.388660311698914, 0.00034500000000000004, 0.00034500000000000004
DataValue, 0.000355, -6.32061699E-07, 1.4289042949676512, 0.000355, 0.000355
DataValue, 0.00036500000000000004, -6.7611421200000007E-07, 1.4693603515625002, 0.00036500000000000004, 0.00036500000000000004
DataValue, 0.000375, -7.4277181700000005E-07, 1.5090621709823611, 0.000375, 0.000375
DataValue, 0.00038500000000000003, -6.22269226E-07, 1.548821806907654, 0.00038500000000000003, 0.00038500000000000003
DataValue, 0.000395, -6.1958496600000006E-07, 1.588836073875427, 0.000395, 0.000395
DataValue, 0.00040500000000000003, -6.5169717800000008E-07, 1.6290937662124632, 0.00040500000000000003, 0.00040500000000000003
DataValue, 0.000415, -6.0176563500000007E-07, 1.6695268154144292, 0.000415, 0.000415
DataValue, 0.00042500000000000003, -5.51742289E-07, 1.7094495296478272, 0.00042500000000000003, 0.00042500000000000003
DataValue, 0.000435, -6.3527119200000009E-07, 1.7489442825317381, 0.000435, 0.000435
DataValue, 0.00044500000000000003, -5.9829045500000005E-07, 1.7882354259490971, 0.00044500000000000003, 0.00044500000000000003
DataValue, 0.00045500000000000006, -4.6919584000000004E-07, 1.8286167383193972, 0.00045500000000000006, 0.00045500000000000006
DataValue, 0.000465, -5.43900626E-07, 1.8693915605545042, 0.000465, 0.000465
DataValue, 0.00047500000000000005, -5.38613449E-07, 1.9089130163192751, 0.00047500000000000005, 0.00047500000000000005
DataValue, 0.000485, -4.0271496000000003E-07, 1.9489107131958012, 0.000485, 0.000485
DataValue, 0.000495, -5.35892696E-07, 1.9889440536499021, 0.000495, 0.000495
DataValue, 0.000505, 1.76510611E-07, 1.9888510704040532, 0.000505, 0.000505
DataValue, 0.000515, 3.5091989000000005E-07, 1.9491748809814451, 0.000515, 0.000515
DataValue, 0.00052500000000000008, 2.9024366200000003E-07, 1.909728050231934, 0.00052500000000000008, 0.00052500000000000008
DataValue, 0.000535, 2.59022016E-07, 1.8694207668304441, 0.000535, 0.000535
DataValue, 0.000545, 4.1713784100000004E-07, 1.8290306329727171, 0.000545, 0.000545
DataValue, 0.000555, 4.11201341E-07, 1.7891949415206911, 0.000555, 0.000555
DataValue, 0.00056500000000000007, 2.8249451100000004E-07, 1.7493127584457402, 0.00056500000000000007, 0.00056500000000000007
DataValue, 0.000575, 3.8404113E-07, 1.7093459367752082, 0.000575, 0.000575
DataValue, 0.000585, 4.11061791E-07, 1.6699244976043701, 0.000585, 0.000585
DataValue, 0.000595, 3.31635732E-07, 1.6295731067657471, 0.000595, 0.000595
DataValue, 0.00060500000000000007, 3.7384404500000003E-07, 1.5892562866210942, 0.00060500000000000007, 0.00060500000000000007
DataValue, 0.000615, 4.42562509E-07, 1.549540042877197, 0.000615, 0.000615
DataValue, 0.000625, 3.3042124400000003E-07, 1.5097984075546271, 0.000625, 0.000625
DataValue, 0.000635, 3.7741182300000004E-07, 1.4696466922760012, 0.000635, 0.000635
DataValue, 0.00064500000000000007, 4.48960407E-07, 1.4295324087142942, 0.00064500000000000007, 0.00064500000000000007
DataValue, 0.00065500000000000009, 3.9948540100000003E-07, 1.389825224876404, 0.00065500000000000009, 0.00065500000000000009
DataValue, 0.000665, 3.1499729400000003E-07, 1.349564790725708, 0.000665, 0.000665
DataValue, 0.000675, 3.94149168E-07, 1.3096997737884522, 0.000675, 0.000675
DataValue, 0.00068500000000000006, 4.6866529100000004E-07, 1.2699828147888181, 0.00068500000000000006, 0.00068500000000000006
DataValue, 0.00069500000000000009, 3.24781354E-07, 1.229689240455627, 0.00069500000000000009, 0.00069500000000000009
DataValue, 0.000705, 4.1255538E-07, 1.1891828775405882, 0.000705, 0.000705
DataValue, 0.000715, 4.0508743400000005E-07, 1.1494792699813841, 0.000715, 0.000715
DataValue, 0.00072500000000000006, 3.7341558800000005E-07, 1.109618544578552, 0.00072500000000000006, 0.00072500000000000006
DataValue, 0.00073500000000000008, 4.3568428500000003E-07, 1.0692368745803831, 0.00073500000000000008, 0.00073500000000000008
DataValue, 0.000745, 4.2144259300000003E-07, 1.02934193611145, 0.000745, 0.000745
DataValue, 0.000755, 3.9911518000000003E-07, 0.989190340042114, 0.000755, 0.000755
DataValue, 0.00076500000000000005, 4.04371491E-07, 0.94873678684234608, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, 4.2405602600000004E-07, 0.9091216325759891, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, 4.0802834200000006E-07, 0.86967658996582009, 0.000785, 0.000785
DataValue, 0.000795, 3.69101031E-07, 0.82936072349548307, 0.000795, 0.000795
DataValue, 0.000805, 4.7824880800000005E-07, 0.78885507583618208, 0.000805, 0.000805
DataValue, 0.00081500000000000008, 4.8440898600000006E-07, 0.74882209300994906, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, 3.81175255E-07, 0.7088487148284911, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, 4.4413675900000005E-07, 0.669104933738708, 0.000835, 0.000835
DataValue, 0.000845, 4.4153733800000005E-07, 0.6292727589607241, 0.000845, 0.000845
DataValue, 0.00085500000000000007, 4.1944412E-07, 0.58886218070983909, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, 4.4620813400000003E-07, 0.548772871494293, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, 5.3043754600000008E-07, 0.50908124446868908, 0.000875, 0.000875
DataValue, 0.000885, 4.0349286200000003E-07, 0.46943825483322105, 0.000885, 0.000885
DataValue, 0.00089500000000000007, 4.4205975800000005E-07, 0.42912739515304604, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, 5.0030416800000008E-07, 0.38895845413208, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, 4.24839982E-07, 0.348960012197494, 0.000915, 0.000915
DataValue, 0.000925, 4.85270107E-07, 0.30906584858894304, 0.000925, 0.000925
DataValue, 0.00093500000000000007, 4.9738008600000007E-07, 0.269822657108307, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, 4.5351762900000003E-07, 0.22971573472023002, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, 5.13177781E-07, 0.18874156475067103, 0.000955, 0.000955
DataValue, 0.000965, 5.25219775E-07, 0.148771658539772, 0.000965, 0.000965
DataValue, 0.00097500000000000006, 4.6870036400000006E-07, 0.10941291600465801, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, 4.54823976E-07, 0.069662474095821, 0.000985, 0.000985
DataValue, 0.000995, 5.80059066E-07, 0.029158202931285, 0.000995, 0.000995
DataValue, 0.001005, 6.00867679E-07, -0.010840228758752, 0.001005, 0.001005
DataValue, 0.001015, 4.98917132E-07, -0.050794277340174006, 0.001015, 0.001015
DataValue, 0.001025, 5.6112134E-07, -0.091020971536636, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 5.7732927400000006E-07, -0.13069039583206202, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 5.16076625E-07, -0.170602172613144, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 5.95877793E-07, -0.210976809263229, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 5.98672159E-07, -0.250955522060394, 0.001065, 0.001065
DataValue, 0.001075, 5.8172094E-07, -0.290669679641724, 0.001075, 0.001075
DataValue, 0.001085, 6.0073512E-07, -0.330596268177033, 0.001085, 0.001085
DataValue, 0.001095, 6.4367691300000008E-07, -0.370665848255157, 0.001095, 0.001095
DataValue, 0.001105, 5.90241427E-07, -0.41086083650589006, 0.001105, 0.001105
DataValue, 0.001115, 5.7749611000000005E-07, -0.450888514518738, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 6.5149686200000008E-07, -0.490787237882614, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 6.4169245200000008E-07, -0.530655324459076, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 6.0023165800000005E-07, -0.57083237171173107, 0.001145, 0.001145
DataValue, 0.001155, 6.42824261E-07, -0.61089032888412509, 0.001155, 0.001155
DataValue, 0.001165, 6.30573993E-07, -0.65100502967834506, 0.001165, 0.001165
DataValue, 0.001175, 6.59813281E-07, -0.691053450107574, 0.001175, 0.001175
DataValue, 0.001185, 6.251472660000001E-07, -0.730968058109283, 0.001185, 0.001185
DataValue, 0.001195, 5.9046510600000005E-07, -0.77079355716705311, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 6.2486401500000006E-07, -0.811006844043732, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 6.54995233E-07, -0.851222991943359, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 6.822417050000001E-07, -0.89141303300857511, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 5.74405192E-07, -0.93115925788879406, 0.001235, 0.001235
DataValue, 0.001245, 6.18928198E-07, -0.971018195152283, 0.001245, 0.001245
DataValue, 0.001255, 6.23730841E-07, -1.0112079381942751, 0.001255, 0.001255
DataValue, 0.001265, 6.250021440000001E-07, -1.051722407341003, 0.001265, 0.001265
DataValue, 0.001275, 6.19780167E-07, -1.0916901826858521, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 6.19947059E-07, -1.131444096565247, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 6.12286271E-07, -1.1712273359298711, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 6.123459E-07, -1.2113571166992192, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 6.29738167E-07, -1.2517300844192512, 0.001315, 0.001315
DataValue, 0.001325, 6.60573392E-07, -1.2915019989013672, 0.001325, 0.001325
DataValue, 0.001335, 6.2214184000000009E-07, -1.331193208694458, 0.001335, 0.001335
DataValue, 0.001345, 6.11446922E-07, -1.3711004257202151, 0.001345, 0.001345
DataValue, 0.001355, 6.8506057E-07, -1.4111267328262331, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 6.019132E-07, -1.4519659280776982, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 6.49983633E-07, -1.4917424917221072, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 5.77643391E-07, -1.5313531160354612, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 6.4362291100000007E-07, -1.5713187456130981, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 6.6117434E-07, -1.6113771200180052, 0.001405, 0.001405
DataValue, 0.001415, 6.15413001E-07, -1.6517049074172971, 0.001415, 0.001415
DataValue, 0.001425, 5.69974191E-07, -1.6914658546447752, 0.001425, 0.001425
DataValue, 0.001435, 5.42112048E-07, -1.7314854860305791, 0.001435, 0.001435
DataValue, 0.001445, 6.3913864800000006E-07, -1.7712996006011961, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 5.2975804E-07, -1.8112134933471682, 0.0014550000000000001, 0.0014550000000000001
DataValue, 0.0014650000000000002, 5.57266048E-07, -1.8516434431076052, 0.0014650000000000002, 0.0014650000000000002
