
SetupTitle, Endurance Measure 1kHz After 250 000 Cycles(1)(1)(1)
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 500, 500, 500, 500, 500
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5E-06, -1.1918806600000001E-07, 0.029457787051797003, 5E-06, 5E-06
DataValue, 1.5E-05, -2.5159417300000004E-07, 0.08936332911253, 1.5E-05, 1.5E-05
DataValue, 2.5E-05, -3.0677827600000004E-07, 0.148832723498344, 2.5E-05, 2.5E-05
DataValue, 3.5000000000000004E-05, -3.4880778800000003E-07, 0.209097325801849, 3.5000000000000004E-05, 3.5000000000000004E-05
DataValue, 4.5E-05, -3.8126557900000003E-07, 0.269393593072891, 4.5E-05, 4.5E-05
DataValue, 5.5E-05, -4.0968345200000003E-07, 0.32882463932037304, 5.5E-05, 5.5E-05
DataValue, 6.5000000000000008E-05, -4.4508271900000003E-07, 0.38912442326545704, 6.5000000000000008E-05, 6.5000000000000008E-05
DataValue, 7.5000000000000007E-05, -5.0806352200000008E-07, 0.44925665855407704, 7.5000000000000007E-05, 7.5000000000000007E-05
DataValue, 8.5E-05, -5.6579375500000005E-07, 0.508858799934387, 8.5E-05, 8.5E-05
DataValue, 9.5E-05, -6.36262143E-07, 0.5688674449920651, 9.5E-05, 9.5E-05
DataValue, 0.000105, -7.45291402E-07, 0.629152834415436, 0.000105, 0.000105
DataValue, 0.000115, -8.463318860000001E-07, 0.68853634595871, 0.000115, 0.000115
DataValue, 0.000125, -9.80610366E-07, 0.74849081039428711, 0.000125, 0.000125
DataValue, 0.000135, -1.1710396850000002E-06, 0.808925449848175, 0.000135, 0.000135
DataValue, 0.000145, -1.393121352E-06, 0.868942558765411, 0.000145, 0.000145
DataValue, 0.000155, -1.608954221E-06, 0.928581953048706, 0.000155, 0.000155
DataValue, 0.000165, -1.900388156E-06, 0.98846501111984209, 0.000165, 0.000165
DataValue, 0.000175, -2.249782483E-06, 1.0485849380493162, 0.000175, 0.000175
DataValue, 0.00018500000000000002, -2.6202674230000002E-06, 1.108587265014648, 0.00018500000000000002, 0.00018500000000000002
DataValue, 0.00019500000000000002, -3.046373195E-06, 1.1685279607772832, 0.00019500000000000002, 0.00019500000000000002
DataValue, 0.00020500000000000002, -3.5902394300000005E-06, 1.2285338640213011, 0.00020500000000000002, 0.00020500000000000002
DataValue, 0.00021500000000000002, -4.103464107E-06, 1.2886756658554082, 0.00021500000000000002, 0.00021500000000000002
DataValue, 0.00022500000000000002, -4.467265626E-06, 1.3483755588531492, 0.00022500000000000002, 0.00022500000000000002
DataValue, 0.00023500000000000002, -4.9313421190000005E-06, 1.4081842899322512, 0.00023500000000000002, 0.00023500000000000002
DataValue, 0.000245, -4.9382288130000007E-06, 1.4685735702514651, 0.000245, 0.000245
DataValue, 0.000255, -4.7580974750000005E-06, 1.5286318063735962, 0.000255, 0.000255
DataValue, 0.000265, -4.325777354E-06, 1.5882081985473631, 0.000265, 0.000265
DataValue, 0.000275, -3.7850984430000004E-06, 1.6485801935195921, 0.000275, 0.000275
DataValue, 0.00028500000000000004, -3.2125528830000002E-06, 1.7085776329040532, 0.00028500000000000004, 0.00028500000000000004
DataValue, 0.000295, -2.760363031E-06, 1.7680593729019172, 0.000295, 0.000295
DataValue, 0.00030500000000000004, -2.375846407E-06, 1.8280876874923711, 0.00030500000000000004, 0.00030500000000000004
DataValue, 0.000315, -2.027463779E-06, 1.8885090351104741, 0.000315, 0.000315
DataValue, 0.00032500000000000004, -1.734649459E-06, 1.9480378627777102, 0.00032500000000000004, 0.00032500000000000004
DataValue, 0.000335, -1.541050779E-06, 2.007832527160645, 0.000335, 0.000335
DataValue, 0.00034500000000000004, -1.320847218E-06, 2.0684633255004883, 0.00034500000000000004, 0.00034500000000000004
DataValue, 0.000355, -1.149036166E-06, 2.1281213760375981, 0.000355, 0.000355
DataValue, 0.00036500000000000004, -1.053869482E-06, 2.1880455017089844, 0.00036500000000000004, 0.00036500000000000004
DataValue, 0.000375, -9.78499656E-07, 2.2482283115386963, 0.000375, 0.000375
DataValue, 0.00038500000000000003, -9.1438033700000012E-07, 2.3077788352966313, 0.00038500000000000003, 0.00038500000000000003
DataValue, 0.000395, -9.2222120400000009E-07, 2.3674955368041992, 0.000395, 0.000395
DataValue, 0.00040500000000000003, -9.0337158600000006E-07, 2.4278261661529541, 0.00040500000000000003, 0.00040500000000000003
DataValue, 0.000415, -8.5508827400000011E-07, 2.4881036281585693, 0.000415, 0.000415
DataValue, 0.00042500000000000003, -9.00711882E-07, 2.5474379062652592, 0.00042500000000000003, 0.00042500000000000003
DataValue, 0.000435, -9.6582948600000016E-07, 2.6071817874908452, 0.000435, 0.000435
DataValue, 0.00044500000000000003, -9.5195071000000008E-07, 2.6678864955902104, 0.00044500000000000003, 0.00044500000000000003
DataValue, 0.00045500000000000006, -1.0122536200000001E-06, 2.72753119468689, 0.00045500000000000006, 0.00045500000000000006
DataValue, 0.000465, -1.105553451E-06, 2.7871928215026864, 0.000465, 0.000465
DataValue, 0.00047500000000000005, -1.158012651E-06, 2.8478667736053471, 0.00047500000000000005, 0.00047500000000000005
DataValue, 0.000485, -1.2538221200000002E-06, 2.9078366756439213, 0.000485, 0.000485
DataValue, 0.000495, -1.4065641380000002E-06, 2.9672801494598393, 0.000495, 0.000495
DataValue, 0.000505, -1.157010274E-06, 2.9677267074584961, 0.000505, 0.000505
DataValue, 0.000515, -6.9220544700000008E-07, 2.9080722332000732, 0.000515, 0.000515
DataValue, 0.00052500000000000008, -4.81226493E-07, 2.847669363021851, 0.00052500000000000008, 0.00052500000000000008
DataValue, 0.000535, -3.0440040200000003E-07, 2.7873902320861821, 0.000535, 0.000535
DataValue, 0.000545, -1.54951877E-07, 2.7280824184417733, 0.000545, 0.000545
DataValue, 0.000555, -9.3315606000000013E-08, 2.6682713031768803, 0.000555, 0.000555
DataValue, 0.00056500000000000007, -1.3966027000000001E-08, 2.607896089553833, 0.00056500000000000007, 0.00056500000000000007
DataValue, 0.000575, 8.2781412E-08, 2.5483229160308842, 0.000575, 0.000575
DataValue, 0.000585, 1.04322979E-07, 2.4884655475616464, 0.000585, 0.000585
DataValue, 0.000595, 1.3803492E-07, 2.4283013343811044, 0.000595, 0.000595
DataValue, 0.00060500000000000007, 2.22549588E-07, 2.3682496547698983, 0.00060500000000000007, 0.00060500000000000007
DataValue, 0.000615, 2.4122891800000004E-07, 2.308753490447998, 0.000615, 0.000615
DataValue, 0.000625, 2.3690012100000003E-07, 2.2489736080169682, 0.000625, 0.000625
DataValue, 0.000635, 2.97568988E-07, 2.188377857208252, 0.000635, 0.000635
DataValue, 0.00064500000000000007, 3.24133339E-07, 2.12883734703064, 0.00064500000000000007, 0.00064500000000000007
DataValue, 0.00065500000000000009, 3.0808564600000004E-07, 2.0691571235656743, 0.00065500000000000009, 0.00065500000000000009
DataValue, 0.000665, 3.4903840200000003E-07, 2.0085470676422124, 0.000665, 0.000665
DataValue, 0.000675, 3.7707349100000004E-07, 1.94890558719635, 0.000675, 0.000675
DataValue, 0.00068500000000000006, 3.53393119E-07, 1.889270067214966, 0.00068500000000000006, 0.00068500000000000006
DataValue, 0.00069500000000000009, 3.7919898E-07, 1.8290673494338992, 0.00069500000000000009, 0.00069500000000000009
DataValue, 0.000705, 4.1207110300000004E-07, 1.7687760591506962, 0.000705, 0.000705
DataValue, 0.000715, 3.88376009E-07, 1.709335923194885, 0.000715, 0.000715
DataValue, 0.00072500000000000006, 3.97072824E-07, 1.6493067741394041, 0.00072500000000000006, 0.00072500000000000006
DataValue, 0.00073500000000000008, 4.5313251500000005E-07, 1.5891045331954961, 0.00073500000000000008, 0.00073500000000000008
DataValue, 0.000745, 4.2298805200000003E-07, 1.5292552709579472, 0.000745, 0.000745
DataValue, 0.000755, 4.0940793200000003E-07, 1.4691399335861211, 0.000755, 0.000755
DataValue, 0.00076500000000000005, 4.6158606900000003E-07, 1.4089467525482182, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, 4.4658850100000005E-07, 1.3490922451019292, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, 4.2625688900000005E-07, 1.2892292737960822, 0.000785, 0.000785
DataValue, 0.000795, 4.6862427900000003E-07, 1.2293709516525271, 0.000795, 0.000795
DataValue, 0.000805, 4.7325099200000003E-07, 1.1693154573440552, 0.000805, 0.000805
DataValue, 0.00081500000000000008, 4.5160078300000003E-07, 1.109380722045898, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, 4.89012677E-07, 1.049386143684387, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, 5.16963667E-07, 0.98887050151824907, 0.000835, 0.000835
DataValue, 0.000845, 4.8912062300000006E-07, 0.92901706695556607, 0.000845, 0.000845
DataValue, 0.00085500000000000007, 5.12252143E-07, 0.8692547678947451, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, 5.47131265E-07, 0.80939322710037209, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, 5.30547254E-07, 0.749106466770172, 0.000875, 0.000875
DataValue, 0.000885, 5.4314944E-07, 0.68893271684646606, 0.000885, 0.000885
DataValue, 0.00089500000000000007, 5.87176203E-07, 0.62944781780242909, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, 5.87802901E-07, 0.569014251232147, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, 5.8210923700000005E-07, 0.509079158306122, 0.000915, 0.000915
DataValue, 0.000925, 6.29085832E-07, 0.44984453916549705, 0.000925, 0.000925
DataValue, 0.00093500000000000007, 6.4306618700000009E-07, 0.38961231708526606, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, 6.407206E-07, 0.329424113035202, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, 7.1140209500000006E-07, 0.27006840705871604, 0.000955, 0.000955
DataValue, 0.000965, 7.55728138E-07, 0.209925964474678, 0.000965, 0.000965
DataValue, 0.00097500000000000006, 7.61107742E-07, 0.149522319436073, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, 8.304278940000001E-07, 0.089768148958683, 0.000985, 0.000985
DataValue, 0.000995, 8.8311844600000006E-07, 0.029998132959008002, 0.000995, 0.000995
DataValue, 0.001005, 9.2073509000000005E-07, -0.030270338058472002, 0.001005, 0.001005
DataValue, 0.001015, 1.013792371E-06, -0.090126596391201, 0.001015, 0.001015
DataValue, 0.001025, 1.111969141E-06, -0.14987830817699402, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 1.169804477E-06, -0.21006299555301702, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 1.277560727E-06, -0.270138919353485, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 1.417957719E-06, -0.32980507612228405, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 1.520466867E-06, -0.38972225785255404, 0.001065, 0.001065
DataValue, 0.001075, 1.6458368460000002E-06, -0.449842512607574, 0.001075, 0.001075
DataValue, 0.001085, 1.824120318E-06, -0.50986069440841708, 0.001085, 0.001085
DataValue, 0.001095, 1.957888571E-06, -0.569341719150543, 0.001095, 0.001095
DataValue, 0.001105, 2.073589258E-06, -0.62956827878952, 0.001105, 0.001105
DataValue, 0.001115, 2.232975476E-06, -0.689544260501862, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 2.3570835310000003E-06, -0.749371647834778, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 2.4481780660000004E-06, -0.80942118167877208, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 2.5794436170000004E-06, -0.86977303028106712, 0.001145, 0.001145
DataValue, 0.001155, 2.658415951E-06, -0.929533898830414, 0.001155, 0.001155
DataValue, 0.001165, 2.728528216E-06, -0.98911035060882613, 0.001165, 0.001165
DataValue, 0.001175, 2.813590527E-06, -1.049535751342773, 0.001175, 0.001175
DataValue, 0.001185, 2.918685595E-06, -1.1096951961517332, 0.001185, 0.001185
DataValue, 0.001195, 2.936058308E-06, -1.16965913772583, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 2.9777675080000004E-06, -1.22978401184082, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 3.010123464E-06, -1.289644122123718, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 2.9778607310000003E-06, -1.3491916656494141, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 2.9005411760000003E-06, -1.4092024564743042, 0.001235, 0.001235
DataValue, 0.001245, 2.87240232E-06, -1.4696148633956911, 0.001245, 0.001245
DataValue, 0.001255, 2.7683356620000002E-06, -1.5297164916992192, 0.001255, 0.001255
DataValue, 0.001265, 2.639647619E-06, -1.5893383026123051, 0.001265, 0.001265
DataValue, 0.001275, 2.546019005E-06, -1.6495987176895142, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 2.4114069670000003E-06, -1.7095267772674561, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 2.212763093E-06, -1.769366502761841, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 2.0499019230000004E-06, -1.8292825222015381, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 1.9055610210000002E-06, -1.8895848989486692, 0.001315, 0.001315
DataValue, 0.001325, 1.7117479270000002E-06, -1.9495389461517332, 0.001325, 0.001325
DataValue, 0.001335, 1.5712148520000002E-06, -2.00907301902771, 0.001335, 0.001335
DataValue, 0.001345, 1.4979150360000002E-06, -2.0694708824157724, 0.001345, 0.001345
DataValue, 0.001355, 1.3474633530000002E-06, -2.129535436630249, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 1.2284383500000002E-06, -2.1893188953399663, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 1.1721353990000002E-06, -2.2487945556640634, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 1.0734833040000002E-06, -2.3093059062957764, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 9.74305408E-07, -2.369498729705811, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 9.45591751E-07, -2.4288008213043213, 0.001405, 0.001405
DataValue, 0.001415, 8.786705050000001E-07, -2.4890439510345463, 0.001415, 0.001415
DataValue, 0.001425, 7.8487858E-07, -2.5489988327026372, 0.001425, 0.001425
DataValue, 0.001435, 7.6496894500000009E-07, -2.6086149215698242, 0.001435, 0.001435
DataValue, 0.001445, 7.42141026E-07, -2.6687409877777104, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 6.76159118E-07, -2.7290530204772954, 0.0014550000000000001, 0.0014550000000000001
DataValue, 0.0014650000000000002, 6.71694352E-07, -2.7886850833892822, 0.0014650000000000002, 0.0014650000000000002
