
SetupTitle, Endurance Measure 2V 1kHz After 700 000 Cycles(1)(1)
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 500, 500, 500, 500, 500
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5E-06, -2.69108028E-07, 0.028394516557455004, 5E-06, 5E-06
DataValue, 1.5E-05, -2.80792392E-07, 0.068397179245949, 1.5E-05, 1.5E-05
DataValue, 2.5E-05, -3.1300837100000004E-07, 0.10802187025547001, 2.5E-05, 2.5E-05
DataValue, 3.5000000000000004E-05, -2.7212885800000003E-07, 0.14789173007011403, 3.5000000000000004E-05, 3.5000000000000004E-05
DataValue, 4.5E-05, -3.69646301E-07, 0.187822878360748, 4.5E-05, 4.5E-05
DataValue, 5.5E-05, -3.3732024500000005E-07, 0.22852264344692203, 5.5E-05, 5.5E-05
DataValue, 6.5000000000000008E-05, -3.64903258E-07, 0.26841083168983504, 6.5000000000000008E-05, 6.5000000000000008E-05
DataValue, 7.5000000000000007E-05, -3.2389616000000003E-07, 0.30810844898223905, 7.5000000000000007E-05, 7.5000000000000007E-05
DataValue, 8.5E-05, -3.42033815E-07, 0.347989916801453, 8.5E-05, 8.5E-05
DataValue, 9.5E-05, -4.0462575200000004E-07, 0.387948542833328, 9.5E-05, 9.5E-05
DataValue, 0.000105, -4.4515815E-07, 0.42842006683349604, 0.000105, 0.000105
DataValue, 0.000115, -4.3281255600000003E-07, 0.46843680739402804, 0.000115, 0.000115
DataValue, 0.000125, -3.5479593000000003E-07, 0.508065342903137, 0.000125, 0.000125
DataValue, 0.000135, -3.9914155500000004E-07, 0.5477534532547, 0.000135, 0.000135
DataValue, 0.000145, -4.0375624600000005E-07, 0.587804019451141, 0.000145, 0.000145
DataValue, 0.000155, -5.02824093E-07, 0.628428399562836, 0.000155, 0.000155
DataValue, 0.000165, -4.1022778400000005E-07, 0.66833877563476607, 0.000165, 0.000165
DataValue, 0.000175, -4.30610015E-07, 0.707968771457672, 0.000175, 0.000175
DataValue, 0.00018500000000000002, -4.8799125800000008E-07, 0.747876346111298, 0.00018500000000000002, 0.00018500000000000002
DataValue, 0.00019500000000000002, -4.47750551E-07, 0.787876844406128, 0.00019500000000000002, 0.00019500000000000002
DataValue, 0.00020500000000000002, -4.56775894E-07, 0.828232824802399, 0.00020500000000000002, 0.00020500000000000002
DataValue, 0.00021500000000000002, -4.40497871E-07, 0.86836087703704812, 0.00021500000000000002, 0.00021500000000000002
DataValue, 0.00022500000000000002, -5.20411959E-07, 0.908058166503906, 0.00022500000000000002, 0.00022500000000000002
DataValue, 0.00023500000000000002, -5.15175998E-07, 0.94777971506118808, 0.00023500000000000002, 0.00023500000000000002
DataValue, 0.000245, -5.4172545600000005E-07, 0.98788028955459606, 0.000245, 0.000245
DataValue, 0.000255, -4.83398253E-07, 1.0282330513000491, 0.000255, 0.000255
DataValue, 0.000265, -5.24425047E-07, 1.0684361457824712, 0.000265, 0.000265
DataValue, 0.000275, -5.40768951E-07, 1.108311653137207, 0.000275, 0.000275
DataValue, 0.00028500000000000004, -4.85219346E-07, 1.1480797529220581, 0.00028500000000000004, 0.00028500000000000004
DataValue, 0.000295, -5.6603170200000008E-07, 1.188329339027405, 0.000295, 0.000295
DataValue, 0.00030500000000000004, -5.06521587E-07, 1.2282255887985232, 0.00030500000000000004, 0.00030500000000000004
DataValue, 0.000315, -5.7553666E-07, 1.2684586048126221, 0.000315, 0.000315
DataValue, 0.00032500000000000004, -5.56845748E-07, 1.30833625793457, 0.00032500000000000004, 0.00032500000000000004
DataValue, 0.000335, -4.66780165E-07, 1.3485260009765632, 0.000335, 0.000335
DataValue, 0.00034500000000000004, -4.91735761E-07, 1.388427138328552, 0.00034500000000000004, 0.00034500000000000004
DataValue, 0.000355, -5.64244999E-07, 1.4283241033554082, 0.000355, 0.000355
DataValue, 0.00036500000000000004, -5.14148724E-07, 1.4686435461044312, 0.00036500000000000004, 0.00036500000000000004
DataValue, 0.000375, -4.7036405700000004E-07, 1.5089025497436521, 0.000375, 0.000375
DataValue, 0.00038500000000000003, -5.4694317E-07, 1.5486847162246702, 0.00038500000000000003, 0.00038500000000000003
DataValue, 0.000395, -4.8278047900000008E-07, 1.5883288383483891, 0.000395, 0.000395
DataValue, 0.00040500000000000003, -4.16719644E-07, 1.6284579038620002, 0.00040500000000000003, 0.00040500000000000003
DataValue, 0.000415, -4.6725136800000004E-07, 1.6688427925109861, 0.000415, 0.000415
DataValue, 0.00042500000000000003, -5.1168814300000009E-07, 1.7091026306152342, 0.00042500000000000003, 0.00042500000000000003
DataValue, 0.000435, -3.94686737E-07, 1.7485997676849372, 0.000435, 0.000435
DataValue, 0.00044500000000000003, -5.38027223E-07, 1.7885369062423711, 0.00044500000000000003, 0.00044500000000000003
DataValue, 0.00045500000000000006, -4.3235957E-07, 1.8283888101577761, 0.00045500000000000006, 0.00045500000000000006
DataValue, 0.000465, -4.1313921900000003E-07, 1.8688867092132571, 0.000465, 0.000465
DataValue, 0.00047500000000000005, -4.2903440100000005E-07, 1.9089658260345461, 0.00047500000000000005, 0.00047500000000000005
DataValue, 0.000485, -4.4156934100000005E-07, 1.9486411809921271, 0.000485, 0.000485
DataValue, 0.000495, -4.6725207900000003E-07, 1.9882148504257202, 0.000495, 0.000495
DataValue, 0.000505, 2.7099037000000004E-07, 1.9887139797210691, 0.000505, 0.000505
DataValue, 0.000515, 2.4905000400000004E-07, 1.9489973783493042, 0.000515, 0.000515
DataValue, 0.00052500000000000008, 3.3719356900000005E-07, 1.9091887474060061, 0.00052500000000000008, 0.00052500000000000008
DataValue, 0.000535, 3.61808361E-07, 1.8693097829818732, 0.000535, 0.000535
DataValue, 0.000545, 3.3894522700000005E-07, 1.8292955160140991, 0.000545, 0.000545
DataValue, 0.000555, 3.1981815600000005E-07, 1.7890776395797732, 0.000555, 0.000555
DataValue, 0.00056500000000000007, 3.3609967400000003E-07, 1.7490214109420781, 0.00056500000000000007, 0.00056500000000000007
DataValue, 0.000575, 3.15528098E-07, 1.7094287872314451, 0.000575, 0.000575
DataValue, 0.000585, 3.7784587900000004E-07, 1.6692640781402592, 0.000585, 0.000585
DataValue, 0.000595, 3.79333159E-07, 1.6291437149047852, 0.000595, 0.000595
DataValue, 0.00060500000000000007, 4.00837365E-07, 1.5891196727752692, 0.00060500000000000007, 0.00060500000000000007
DataValue, 0.000615, 3.7702895400000005E-07, 1.5491969585418701, 0.000615, 0.000615
DataValue, 0.000625, 3.74138551E-07, 1.5094063282012942, 0.000625, 0.000625
DataValue, 0.000635, 3.88031054E-07, 1.4694744348526, 0.000635, 0.000635
DataValue, 0.00064500000000000007, 3.23236577E-07, 1.4292837381362922, 0.00064500000000000007, 0.00064500000000000007
DataValue, 0.00065500000000000009, 4.52127097E-07, 1.38907527923584, 0.00065500000000000009, 0.00065500000000000009
DataValue, 0.000665, 3.6879109200000005E-07, 1.3490366935729981, 0.000665, 0.000665
DataValue, 0.000675, 4.1630409000000006E-07, 1.3092750310897832, 0.000675, 0.000675
DataValue, 0.00068500000000000006, 3.7953651600000004E-07, 1.269270181655884, 0.00068500000000000006, 0.00068500000000000006
DataValue, 0.00069500000000000009, 3.58055473E-07, 1.2290083169937132, 0.00069500000000000009, 0.00069500000000000009
DataValue, 0.000705, 4.3496905300000004E-07, 1.1888915300369261, 0.000705, 0.000705
DataValue, 0.000715, 3.42819447E-07, 1.148928642272949, 0.000715, 0.000715
DataValue, 0.00072500000000000006, 3.8035833000000003E-07, 1.10896897315979, 0.00072500000000000006, 0.00072500000000000006
DataValue, 0.00073500000000000008, 4.4326864700000004E-07, 1.0688680410385132, 0.00073500000000000008, 0.00073500000000000008
DataValue, 0.000745, 3.9530405600000005E-07, 1.0291609764099121, 0.000745, 0.000745
DataValue, 0.000755, 3.3242179100000005E-07, 0.98872286081314109, 0.000755, 0.000755
DataValue, 0.00076500000000000005, 3.36665551E-07, 0.94856381416320812, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, 4.3408411400000003E-07, 0.90882498025894209, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, 3.9037871600000003E-07, 0.868759274482727, 0.000785, 0.000785
DataValue, 0.000795, 4.3000233100000005E-07, 0.828718245029449, 0.000795, 0.000795
DataValue, 0.000805, 4.14408703E-07, 0.788573265075684, 0.000805, 0.000805
DataValue, 0.00081500000000000008, 3.4798318900000005E-07, 0.748356819152832, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, 4.10605992E-07, 0.708337247371674, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, 4.3557631100000005E-07, 0.66874843835830711, 0.000835, 0.000835
DataValue, 0.000845, 3.48027356E-07, 0.629082918167114, 0.000845, 0.000845
DataValue, 0.00085500000000000007, 4.1476911900000003E-07, 0.588478267192841, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, 4.32539338E-07, 0.54829311370849609, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, 4.51695172E-07, 0.508471846580505, 0.000875, 0.000875
DataValue, 0.000885, 3.8927711900000003E-07, 0.46909976005554205, 0.000885, 0.000885
DataValue, 0.00089500000000000007, 4.0307634200000005E-07, 0.428976982831955, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, 4.12856195E-07, 0.38844874501228305, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, 3.81410871E-07, 0.348407685756683, 0.000915, 0.000915
DataValue, 0.000925, 4.72203624E-07, 0.308767855167389, 0.000925, 0.000925
DataValue, 0.00093500000000000007, 4.29094968E-07, 0.269062489271164, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, 4.4261511800000005E-07, 0.22924546897411302, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, 3.97093572E-07, 0.188421010971069, 0.000955, 0.000955
DataValue, 0.000965, 4.05418405E-07, 0.148431032896042, 0.000965, 0.000965
DataValue, 0.00097500000000000006, 4.77140873E-07, 0.10869326442480101, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, 3.8540920900000005E-07, 0.068873777985573009, 0.000985, 0.000985
DataValue, 0.000995, 4.15897375E-07, 0.028883446007967002, 0.000995, 0.000995
DataValue, 0.001005, 4.5560653900000003E-07, -0.011422504670918002, 0.001005, 0.001005
DataValue, 0.001015, 4.83986184E-07, -0.051428332924843, 0.001015, 0.001015
DataValue, 0.001025, 4.0737899100000003E-07, -0.091447196900845, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 4.2890985700000006E-07, -0.131290644407272, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 4.17259827E-07, -0.17122037708759302, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 4.92739446E-07, -0.21129630506038702, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 4.67227807E-07, -0.2513387799263, 0.001065, 0.001065
DataValue, 0.001075, 4.80357357E-07, -0.291350930929184, 0.001075, 0.001075
DataValue, 0.001085, 3.96874782E-07, -0.33135747909545904, 0.001085, 0.001085
DataValue, 0.001095, 4.67258644E-07, -0.37126326560974104, 0.001095, 0.001095
DataValue, 0.001105, 5.11801318E-07, -0.41103309392929105, 0.001105, 0.001105
DataValue, 0.001115, 3.7508309000000003E-07, -0.45125097036361705, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 4.6987628400000004E-07, -0.49133887887001004, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 4.88323167E-07, -0.53129786252975508, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 5.13070518E-07, -0.57089084386825606, 0.001145, 0.001145
DataValue, 0.001155, 4.00226611E-07, -0.6111781001091, 0.001155, 0.001155
DataValue, 0.001165, 4.1795263400000003E-07, -0.65154534578323409, 0.001165, 0.001165
DataValue, 0.001175, 4.71273125E-07, -0.69163149595260609, 0.001175, 0.001175
DataValue, 0.001185, 4.4526569800000003E-07, -0.73151546716690108, 0.001185, 0.001185
DataValue, 0.001195, 4.68987139E-07, -0.771291613578796, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 5.4333639800000006E-07, -0.811134696006775, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 4.2968679300000004E-07, -0.851791501045227, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 4.2415069900000004E-07, -0.892055213451385, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 4.55094664E-07, -0.931659460067749, 0.001235, 0.001235
DataValue, 0.001245, 4.4416410100000003E-07, -0.971171081066132, 0.001245, 0.001245
DataValue, 0.001255, 5.03788499E-07, -1.011735200881958, 0.001255, 0.001255
DataValue, 0.001265, 5.07651521E-07, -1.0520091056823731, 0.001265, 0.001265
DataValue, 0.001275, 5.3490987300000009E-07, -1.0921787023544312, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 4.5061389600000003E-07, -1.1320176124572752, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 4.80596498E-07, -1.171835660934448, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 5.04204309E-07, -1.2118626832962041, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 4.6954812700000005E-07, -1.252205610275269, 0.001315, 0.001315
DataValue, 0.001325, 5.68071812E-07, -1.292360782623291, 0.001325, 0.001325
DataValue, 0.001335, 5.7505241100000007E-07, -1.3320503234863281, 0.001335, 0.001335
DataValue, 0.001345, 4.3483791500000005E-07, -1.37153160572052, 0.001345, 0.001345
DataValue, 0.001355, 4.7597407600000006E-07, -1.4119017124176032, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 5.04240063E-07, -1.4525954723358152, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 5.4315268E-07, -1.4924466609954832, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 4.97789586E-07, -1.5319459438323981, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 4.94986125E-07, -1.5718886852264402, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 5.29484566E-07, -1.6117564439773562, 0.001405, 0.001405
DataValue, 0.001415, 4.82648943E-07, -1.65207052230835, 0.001415, 0.001415
DataValue, 0.001425, 4.31708401E-07, -1.6921372413635252, 0.001425, 0.001425
DataValue, 0.001435, 4.8132221800000008E-07, -1.73205292224884, 0.001435, 0.001435
DataValue, 0.001445, 4.68685613E-07, -1.7716124057769782, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 4.9215532300000006E-07, -1.8118165731430052, 0.0014550000000000001, 0.0014550000000000001
DataValue, 0.0014650000000000002, 4.86741214E-07, -1.8524652719497681, 0.0014650000000000002, 0.0014650000000000002
