
SetupTitle, Endurance Measure 1kHz After 250 000 Cycles(1)(1)(1)
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 500, 500, 500, 500, 500
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5E-06, -1.9583073700000003E-07, 0.054269548505545, 5E-06, 5E-06
DataValue, 1.5E-05, -2.03543124E-07, 0.113961480557919, 1.5E-05, 1.5E-05
DataValue, 2.5E-05, -2.0844227300000002E-07, 0.17360903322696702, 2.5E-05, 2.5E-05
DataValue, 3.5000000000000004E-05, -2.2230804600000002E-07, 0.23398530483245802, 3.5000000000000004E-05, 3.5000000000000004E-05
DataValue, 4.5E-05, -2.1449756100000002E-07, 0.29427564144134505, 4.5E-05, 4.5E-05
DataValue, 5.5E-05, -2.2640142600000003E-07, 0.35377278923988303, 5.5E-05, 5.5E-05
DataValue, 6.5000000000000008E-05, -2.2888603700000003E-07, 0.41381305456161505, 6.5000000000000008E-05, 6.5000000000000008E-05
DataValue, 7.5000000000000007E-05, -2.2917821200000002E-07, 0.474244266748428, 7.5000000000000007E-05, 7.5000000000000007E-05
DataValue, 8.5E-05, -2.3140008000000002E-07, 0.53352344036102306, 8.5E-05, 8.5E-05
DataValue, 9.5E-05, -2.2972754700000003E-07, 0.593537986278534, 9.5E-05, 9.5E-05
DataValue, 0.000105, -2.3775244500000002E-07, 0.65403431653976407, 0.000105, 0.000105
DataValue, 0.000115, -2.3402762400000002E-07, 0.713555812835693, 0.000115, 0.000115
DataValue, 0.000125, -2.4591958000000003E-07, 0.773573160171509, 0.000125, 0.000125
DataValue, 0.000135, -2.2410809200000003E-07, 0.833933234214783, 0.000135, 0.000135
DataValue, 0.000145, -2.5502561100000004E-07, 0.893778741359711, 0.000145, 0.000145
DataValue, 0.000155, -2.3576180300000002E-07, 0.953476309776306, 0.000155, 0.000155
DataValue, 0.000165, -2.47987288E-07, 1.0135936737060551, 0.000165, 0.000165
DataValue, 0.000175, -2.4234469700000003E-07, 1.0740988254547121, 0.000175, 0.000175
DataValue, 0.00018500000000000002, -2.46868296E-07, 1.13379430770874, 0.00018500000000000002, 0.00018500000000000002
DataValue, 0.00019500000000000002, -2.4552647900000004E-07, 1.1938179731369021, 0.00019500000000000002, 0.00019500000000000002
DataValue, 0.00020500000000000002, -2.53525457E-07, 1.2539601325988772, 0.00020500000000000002, 0.00020500000000000002
DataValue, 0.00021500000000000002, -2.4878536900000003E-07, 1.3138767480850222, 0.00021500000000000002, 0.00021500000000000002
DataValue, 0.00022500000000000002, -2.4917983400000004E-07, 1.373639822006226, 0.00022500000000000002, 0.00022500000000000002
DataValue, 0.00023500000000000002, -2.49853201E-07, 1.4337213039398191, 0.00023500000000000002, 0.00023500000000000002
DataValue, 0.000245, -2.49095052E-07, 1.4941461086273191, 0.000245, 0.000245
DataValue, 0.000255, -2.55655522E-07, 1.5540659427642822, 0.000255, 0.000255
DataValue, 0.000265, -2.5445317E-07, 1.6137152910232542, 0.000265, 0.000265
DataValue, 0.000275, -2.58028734E-07, 1.6739921569824221, 0.000275, 0.000275
DataValue, 0.00028500000000000004, -2.4110238400000003E-07, 1.7339112758636481, 0.00028500000000000004, 0.00028500000000000004
DataValue, 0.000295, -2.60846861E-07, 1.7933640480041502, 0.000295, 0.000295
DataValue, 0.00030500000000000004, -2.5983860000000003E-07, 1.8536311388015752, 0.00030500000000000004, 0.00030500000000000004
DataValue, 0.000315, -2.52577451E-07, 1.9140517711639402, 0.000315, 0.000315
DataValue, 0.00032500000000000004, -2.61008012E-07, 1.9736719131469731, 0.00032500000000000004, 0.00032500000000000004
DataValue, 0.000335, -2.4918054500000003E-07, 2.033492803573608, 0.000335, 0.000335
DataValue, 0.00034500000000000004, -2.7927967500000004E-07, 2.0940606594085693, 0.00034500000000000004, 0.00034500000000000004
DataValue, 0.000355, -2.5544252900000003E-07, 2.1536169052124023, 0.000355, 0.000355
DataValue, 0.00036500000000000004, -2.6287324300000004E-07, 2.2135484218597412, 0.00036500000000000004, 0.00036500000000000004
DataValue, 0.000375, -2.6000253700000004E-07, 2.2738196849823002, 0.000375, 0.000375
DataValue, 0.00038500000000000003, -2.72085089E-07, 2.3335027694702153, 0.00038500000000000003, 0.00038500000000000003
DataValue, 0.000395, -2.6159239000000004E-07, 2.3930306434631352, 0.000395, 0.000395
DataValue, 0.00040500000000000003, -2.69362232E-07, 2.4532256126403813, 0.00040500000000000003, 0.00040500000000000003
DataValue, 0.000415, -2.6193993100000004E-07, 2.5132005214691162, 0.000415, 0.000415
DataValue, 0.00042500000000000003, -2.6614120000000004E-07, 2.572845458984375, 0.00042500000000000003, 0.00042500000000000003
DataValue, 0.000435, -2.73445096E-07, 2.6328535079956064, 0.000435, 0.000435
DataValue, 0.00044500000000000003, -2.7361187400000005E-07, 2.6931934356689453, 0.00044500000000000003, 0.00044500000000000003
DataValue, 0.00045500000000000006, -2.73418465E-07, 2.7530238628387451, 0.00045500000000000006, 0.00045500000000000006
DataValue, 0.000465, -2.71184007E-07, 2.8129916191101074, 0.000465, 0.000465
DataValue, 0.00047500000000000005, -2.92191118E-07, 2.8732168674468994, 0.00047500000000000005, 0.00047500000000000005
DataValue, 0.000485, -2.8117429500000004E-07, 2.9333832263946533, 0.000485, 0.000485
DataValue, 0.000495, -2.89803182E-07, 2.9928805828094482, 0.000495, 0.000495
DataValue, 0.000505, 7.9273221E-08, 2.9930779933929443, 0.000505, 0.000505
DataValue, 0.000515, 1.0984110300000001E-07, 2.933348655700684, 0.000515, 0.000515
DataValue, 0.00052500000000000008, 1.20611958E-07, 2.8732075691223153, 0.00052500000000000008, 0.00052500000000000008
DataValue, 0.000535, 1.33154842E-07, 2.8131117820739751, 0.000535, 0.000535
DataValue, 0.000545, 1.14477508E-07, 2.7533760070800781, 0.000545, 0.000545
DataValue, 0.000555, 1.4528151800000002E-07, 2.6938846111297612, 0.000555, 0.000555
DataValue, 0.00056500000000000007, 1.34676014E-07, 2.6331758499145512, 0.00056500000000000007, 0.00056500000000000007
DataValue, 0.000575, 1.3515178000000001E-07, 2.5732476711273193, 0.000575, 0.000575
DataValue, 0.000585, 1.31684118E-07, 2.513707160949707, 0.000585, 0.000585
DataValue, 0.000595, 1.45381023E-07, 2.4538576602935791, 0.000595, 0.000595
DataValue, 0.00060500000000000007, 1.3859772700000002E-07, 2.39374041557312, 0.00060500000000000007, 0.00060500000000000007
DataValue, 0.000615, 1.4417234700000002E-07, 2.333971500396729, 0.000615, 0.000615
DataValue, 0.000625, 1.3974263900000002E-07, 2.2744135856628422, 0.000625, 0.000625
DataValue, 0.000635, 1.39675379E-07, 2.2139542102813721, 0.000635, 0.000635
DataValue, 0.00064500000000000007, 1.47289668E-07, 2.1540729999542241, 0.00064500000000000007, 0.00064500000000000007
DataValue, 0.00065500000000000009, 1.36981257E-07, 2.0945103168487553, 0.00065500000000000009, 0.00065500000000000009
DataValue, 0.000665, 1.45786714E-07, 2.0339431762695312, 0.000665, 0.000665
DataValue, 0.000675, 1.32339949E-07, 1.9742572307586672, 0.000675, 0.000675
DataValue, 0.00068500000000000006, 1.4223636E-07, 1.9147565364837651, 0.00068500000000000006, 0.00068500000000000006
DataValue, 0.00069500000000000009, 1.4543987000000002E-07, 1.8543514013290412, 0.00069500000000000009, 0.00069500000000000009
DataValue, 0.000705, 1.41214073E-07, 1.7940583229064941, 0.000705, 0.000705
DataValue, 0.000715, 1.3916107400000002E-07, 1.734435081481934, 0.000715, 0.000715
DataValue, 0.00072500000000000006, 1.36011522E-07, 1.6745074987411501, 0.00072500000000000006, 0.00072500000000000006
DataValue, 0.00073500000000000008, 1.5440927800000002E-07, 1.6142439842224121, 0.00073500000000000008, 0.00073500000000000008
DataValue, 0.000745, 1.28928335E-07, 1.5544526576995852, 0.000745, 0.000745
DataValue, 0.000755, 1.44848499E-07, 1.4948047399520872, 0.000755, 0.000755
DataValue, 0.00076500000000000005, 1.2667355500000001E-07, 1.434431314468384, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, 1.37071652E-07, 1.3744072914123542, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, 1.40142035E-07, 1.3145962953567512, 0.000785, 0.000785
DataValue, 0.000795, 1.39655754E-07, 1.2547078132629401, 0.000795, 0.000795
DataValue, 0.000805, 1.3291871400000002E-07, 1.1945621967315672, 0.000805, 0.000805
DataValue, 0.00081500000000000008, 1.31111662E-07, 1.1342920064926152, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, 1.41060625E-07, 1.0745091438293462, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, 1.4141586700000002E-07, 1.014087438583374, 0.000835, 0.000835
DataValue, 0.000845, 1.3078585E-07, 0.9542821645736691, 0.000845, 0.000845
DataValue, 0.00085500000000000007, 1.27758199E-07, 0.89445215463638306, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, 1.3768264800000002E-07, 0.83427560329437211, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, 1.3447072400000002E-07, 0.773991227149963, 0.000875, 0.000875
DataValue, 0.000885, 1.30968715E-07, 0.714096784591675, 0.000885, 0.000885
DataValue, 0.00089500000000000007, 1.3182425100000001E-07, 0.65445560216903709, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, 1.2719345900000002E-07, 0.593691885471344, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, 1.3286756900000002E-07, 0.53404223918914806, 0.000915, 0.000915
DataValue, 0.000925, 1.3037944800000002E-07, 0.47455137968063305, 0.000925, 0.000925
DataValue, 0.00093500000000000007, 1.3661549800000002E-07, 0.41439560055732705, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, 1.1318825700000001E-07, 0.35435640811920205, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, 1.24436283E-07, 0.29508852958679205, 0.000955, 0.000955
DataValue, 0.000965, 1.27998533E-07, 0.23496654629707303, 0.000965, 0.000965
DataValue, 0.00097500000000000006, 1.2327385E-07, 0.174356415867805, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, 1.18637445E-07, 0.114662021398544, 0.000985, 0.000985
DataValue, 0.000995, 1.23528892E-07, 0.054826386272907007, 0.000995, 0.000995
DataValue, 0.001005, 1.19898672E-07, -0.0056516691111030007, 0.001005, 0.001005
DataValue, 0.001015, 1.2291509700000002E-07, -0.065408758819103, 0.001015, 0.001015
DataValue, 0.001025, 1.28281613E-07, -0.125190496444702, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 1.17619358E-07, -0.185150116682053, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 1.25310024E-07, -0.24532175064086903, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 1.27269828E-07, -0.30525669455528304, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 1.277526E-07, -0.36523920297622703, 0.001065, 0.001065
DataValue, 0.001075, 1.2367463900000002E-07, -0.42541399598121604, 0.001075, 0.001075
DataValue, 0.001085, 1.3119434100000002E-07, -0.48528063297271706, 0.001085, 0.001085
DataValue, 0.001095, 1.25010132E-07, -0.54498702287673906, 0.001095, 0.001095
DataValue, 0.001105, 1.27792532E-07, -0.605232954025269, 0.001105, 0.001105
DataValue, 0.001115, 1.34184148E-07, -0.665612757205963, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 1.29433531E-07, -0.72509860992431607, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 1.43018326E-07, -0.785258650779724, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 1.15890778E-07, -0.845741271972656, 0.001145, 0.001145
DataValue, 0.001155, 1.39730034E-07, -0.905471980571747, 0.001155, 0.001155
DataValue, 0.001165, 1.2969978500000002E-07, -0.96516883373260509, 0.001165, 0.001165
DataValue, 0.001175, 1.32050573E-07, -1.02568531036377, 0.001175, 0.001175
DataValue, 0.001185, 1.47269347E-07, -1.0857192277908332, 0.001185, 0.001185
DataValue, 0.001195, 1.29987072E-07, -1.1453590393066411, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 1.2960799700000002E-07, -1.205766558647156, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 1.55858288E-07, -1.2661865949630742, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 1.37853604E-07, -1.3255991935729981, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 1.1738112700000001E-07, -1.38555109500885, 0.001235, 0.001235
DataValue, 0.001245, 1.54313284E-07, -1.446286201477051, 0.001245, 0.001245
DataValue, 0.001255, 1.49175904E-07, -1.5059851408004761, 0.001255, 0.001255
DataValue, 0.001265, 1.23783238E-07, -1.565764427185059, 0.001265, 0.001265
DataValue, 0.001275, 1.46240055E-07, -1.6263003349304201, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 1.59022562E-07, -1.6861348152160651, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 1.2545506000000001E-07, -1.7456253767013552, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 1.37771622E-07, -1.8058395385742192, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 1.75440903E-07, -1.8659604787826543, 0.001315, 0.001315
DataValue, 0.001325, 1.33509388E-07, -1.9257743358612061, 0.001325, 0.001325
DataValue, 0.001335, 1.41327575E-07, -1.9855754375457762, 0.001335, 0.001335
DataValue, 0.001345, 1.6369050100000002E-07, -2.0458605289459233, 0.001345, 0.001345
DataValue, 0.001355, 1.46423631E-07, -2.1057803630828862, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 1.24072628E-07, -2.165646076202393, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 1.7976761100000002E-07, -2.2255525588989262, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 1.5764293000000002E-07, -2.2855994701385502, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 1.1408862800000001E-07, -2.3455877304077153, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 1.6887132400000001E-07, -2.405393123626709, 0.001405, 0.001405
DataValue, 0.001415, 1.6931626600000002E-07, -2.465521097183228, 0.001415, 0.001415
DataValue, 0.001425, 1.354734E-07, -2.525371789932251, 0.001425, 0.001425
DataValue, 0.001435, 1.60719608E-07, -2.585204124450684, 0.001435, 0.001435
DataValue, 0.001445, 1.7818126700000002E-07, -2.6455488204956064, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 1.29284984E-07, -2.7057526111602783, 0.0014550000000000001, 0.0014550000000000001
DataValue, 0.0014650000000000002, 1.48150107E-07, -2.7652180194854741, 0.0014650000000000002, 0.0014650000000000002
