
SetupTitle, FE PUND PRESET 2(1)
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 5000, 5000, 5000, 5000, 5000
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5.0000000000000008E-07, 1.3867796000000002E-08, -0.0011836915509780002, 5.0000000000000008E-07, 5.0000000000000008E-07
DataValue, 1.5E-06, 1.7736890000000002E-09, -0.001285776146688, 1.5E-06, 1.5E-06
DataValue, 2.5E-06, 1.187665E-08, -0.0013174575287850001, 2.5E-06, 2.5E-06
DataValue, 3.5000000000000004E-06, -1.9001150000000003E-09, -0.0010710465721790001, 3.5000000000000004E-06, 3.5000000000000004E-06
DataValue, 4.5E-06, 1.1294730000000001E-08, -0.00079999462468500007, 4.5E-06, 4.5E-06
DataValue, 5.5000000000000007E-06, 1.5606544000000002E-08, -0.0009478411520830001, 5.5000000000000007E-06, 5.5000000000000007E-06
DataValue, 6.5000000000000004E-06, 8.777755E-09, -0.0010041636414830002, 6.5000000000000004E-06, 6.5000000000000004E-06
DataValue, 7.5E-06, -1.009708E-09, -0.000968962092884, 7.5E-06, 7.5E-06
DataValue, 8.5E-06, 1.2584769E-08, -0.0011801713844760001, 8.5E-06, 8.5E-06
DataValue, 9.5E-06, 1.1329786E-08, -0.0010569660225880002, 9.5E-06, 9.5E-06
DataValue, 1.0500000000000001E-05, 1.7947220000000002E-09, -0.0011203287867830002, 1.0500000000000001E-05, 1.0500000000000001E-05
DataValue, 1.15E-05, 7.950447E-09, -0.001039365190081, 1.15E-05, 1.15E-05
DataValue, 1.25E-05, 1.0551557E-08, -0.0012505745980890002, 1.25E-05, 1.25E-05
DataValue, 1.3500000000000001E-05, 4.038267E-09, -0.000979522592388, 1.3500000000000001E-05, 1.3500000000000001E-05
DataValue, 1.45E-05, 1.2795101E-08, -0.0010569660225880002, 1.45E-05, 1.45E-05
DataValue, 1.55E-05, 5.3563490000000005E-09, -0.00087039772188300007, 1.55E-05, 1.55E-05
DataValue, 1.65E-05, 5.6017370000000008E-09, -0.00083519617328400007, 1.65E-05, 1.65E-05
DataValue, 1.7500000000000002E-05, 1.5284034E-08, -0.00087743805488600007, 1.7500000000000002E-05, 1.7500000000000002E-05
DataValue, 1.8500000000000002E-05, 1.0725810000000001E-09, -0.0010217644739900001, 1.8500000000000002E-05, 1.8500000000000002E-05
DataValue, 1.95E-05, 1.0179970000000001E-08, -0.00085983728058600009, 1.95E-05, 1.95E-05
DataValue, 2.05E-05, 3.7157570000000003E-09, -0.00094080081908000011, 2.05E-05, 2.05E-05
DataValue, 2.15E-05, 1.1426920000000001E-09, -0.000821115565486, 2.15E-05, 2.15E-05
DataValue, 2.25E-05, 2.2091788000000002E-08, -0.00107456673868, 2.25E-05, 2.25E-05
DataValue, 2.3500000000000002E-05, 1.3670460000000001E-09, -0.000986562808976, 2.3500000000000002E-05, 2.3500000000000002E-05
DataValue, 2.4500000000000003E-05, 1.0888089000000002E-08, -0.001166090834886, 2.4500000000000003E-05, 2.4500000000000003E-05
DataValue, 2.5500000000000003E-05, 3.701735E-09, -0.001211852882989, 2.5500000000000003E-05, 2.5500000000000003E-05
DataValue, 2.65E-05, 1.3313921E-08, -0.0012400140985850002, 2.65E-05, 2.65E-05
DataValue, 2.75E-05, -2.1745700000000002E-10, -0.001514586270787, 2.75E-05, 2.75E-05
DataValue, 2.85E-05, 1.6749349000000002E-08, -0.0015462676528840002, 2.85E-05, 2.85E-05
DataValue, 2.9500000000000002E-05, 1.6545010000000001E-09, -0.0011379296192900001, 2.9500000000000002E-05, 2.9500000000000002E-05
DataValue, 3.0500000000000003E-05, 5.3493380000000007E-09, -0.001282255980186, 3.0500000000000003E-05, 3.0500000000000003E-05
DataValue, 3.15E-05, 1.2058938E-08, -0.0014301025075840002, 3.15E-05, 3.15E-05
DataValue, 3.2500000000000004E-05, 1.0060782000000002E-08, -0.00148290488869, 3.2500000000000004E-05, 3.2500000000000004E-05
DataValue, 3.35E-05, 7.9013700000000012E-09, -0.0011625706683840002, 3.35E-05, 3.35E-05
DataValue, 3.4500000000000005E-05, 4.143433E-09, -0.001313937362283, 3.4500000000000005E-05, 3.4500000000000005E-05
DataValue, 3.55E-05, 8.3150230000000011E-09, -0.0010569660225880002, 3.55E-05, 3.55E-05
DataValue, 3.65E-05, 5.1530280000000005E-09, -0.001166090834886, 3.65E-05, 3.65E-05
DataValue, 3.7500000000000003E-05, 1.53261E-08, -0.0012470544315870001, 3.7500000000000003E-05, 3.7500000000000003E-05
DataValue, 3.85E-05, 7.452661E-09, -0.001261134981178, 3.85E-05, 3.85E-05
DataValue, 3.9500000000000005E-05, 9.184397E-09, -0.0011308892862870001, 3.9500000000000005E-05, 3.9500000000000005E-05
DataValue, 4.05E-05, 3.182915E-09, -0.0012364939320830002, 4.05E-05, 4.05E-05
DataValue, 4.1500000000000006E-05, 1.3236799000000002E-08, -0.000968962092884, 4.1500000000000006E-05, 4.1500000000000006E-05
DataValue, 4.25E-05, 7.144174E-09, -0.001275215647183, 4.25E-05, 4.25E-05
DataValue, 4.35E-05, 8.062624E-09, -0.001532186986879, 4.35E-05, 4.35E-05
DataValue, 4.4500000000000004E-05, 1.0144914000000002E-08, -0.00096544192638200012, 4.4500000000000004E-05, 4.4500000000000004E-05
DataValue, 4.55E-05, -3.891261E-09, -0.001155530335382, 4.55E-05, 4.55E-05
DataValue, 4.6500000000000005E-05, 2.2505443E-08, -0.00080703489948100008, 4.6500000000000005E-05, 4.6500000000000005E-05
DataValue, 4.75E-05, -1.339229E-09, -0.0010147241409870001, 4.75E-05, 4.75E-05
DataValue, 4.85E-05, 2.2995200000000003E-09, -0.0010147241409870001, 4.85E-05, 4.85E-05
DataValue, 4.9500000000000004E-05, 1.2542703000000002E-08, -0.0010640062391760001, 4.9500000000000004E-05, 4.9500000000000004E-05
DataValue, 5.05E-05, 7.950447E-09, -0.001394900958985, 5.05E-05, 5.05E-05
DataValue, 5.1500000000000005E-05, 2.958561E-09, -0.0013420985778790002, 5.1500000000000005E-05, 5.1500000000000005E-05
DataValue, 5.25E-05, 1.0320191E-08, -0.001623711083084, 5.25E-05, 5.25E-05
DataValue, 5.3500000000000006E-05, 1.0846022E-08, -0.0011696110013870002, 5.3500000000000006E-05, 5.3500000000000006E-05
DataValue, 5.45E-05, 8.6305220000000011E-09, -0.0012259334325790002, 5.45E-05, 5.45E-05
DataValue, 5.55E-05, 5.7489690000000008E-09, -0.0013737799599770001, 5.55E-05, 5.55E-05
DataValue, 5.6500000000000005E-05, 8.336056E-09, -0.001173131167889, 5.6500000000000005E-05, 5.6500000000000005E-05
DataValue, 5.75E-05, 7.620927E-09, -0.001331538078375, 5.75E-05, 5.75E-05
DataValue, 5.8500000000000006E-05, 7.733104E-09, -0.0014969854382800001, 5.8500000000000006E-05, 5.8500000000000006E-05
DataValue, 5.95E-05, 7.1021070000000007E-09, -0.001289296313189, 5.95E-05, 5.95E-05
DataValue, 6.0500000000000007E-05, 2.5869740000000003E-09, -0.001271695480682, 6.0500000000000007E-05, 6.0500000000000007E-05
DataValue, 6.15E-05, 9.0231420000000014E-09, -0.001261134981178, 6.15E-05, 6.15E-05
DataValue, 6.25E-05, 1.1883661E-08, -0.001345618744381, 6.25E-05, 6.25E-05
DataValue, 6.35E-05, 1.0824989E-08, -0.001261134981178, 6.35E-05, 6.35E-05
DataValue, 6.4500000000000009E-05, -5.68011E-10, -0.001166090834886, 6.4500000000000009E-05, 6.4500000000000009E-05
DataValue, 6.55E-05, 6.877753E-09, -0.0016201909165830001, 6.55E-05, 6.55E-05
DataValue, 6.65E-05, 1.1995838000000002E-08, -0.0012012923834850001, 6.65E-05, 6.65E-05
DataValue, 6.75E-05, 1.2899250000000002E-09, -0.0011872117174790001, 6.75E-05, 6.75E-05
DataValue, 6.85E-05, 6.2888220000000004E-09, -0.001275215647183, 6.85E-05, 6.85E-05
DataValue, 6.9500000000000009E-05, 7.3264620000000006E-09, -0.001254094648175, 6.9500000000000009E-05, 6.9500000000000009E-05
DataValue, 7.05E-05, 6.232733E-09, -0.001028804690577, 7.05E-05, 7.05E-05
DataValue, 7.15E-05, 2.376642E-09, -0.00093728071078700008, 7.15E-05, 7.15E-05
DataValue, 7.25E-05, 1.9020938000000002E-08, -0.001380820292979, 7.25E-05, 7.25E-05
DataValue, 7.3500000000000011E-05, 2.2784870000000003E-09, -0.001148490002379, 7.3500000000000011E-05, 7.3500000000000011E-05
DataValue, 7.4500000000000008E-05, 9.478862E-09, -0.0014969854382800001, 7.4500000000000008E-05, 7.4500000000000008E-05
DataValue, 7.55E-05, 5.741958E-09, -0.00145826372318, 7.55E-05, 7.55E-05
DataValue, 7.65E-05, 8.4061670000000013E-09, -0.0014864249387760002, 7.65E-05, 7.65E-05
DataValue, 7.75E-05, 8.567422E-09, -0.0015392273198810002, 7.75E-05, 7.75E-05
DataValue, 7.8500000000000011E-05, 4.7814410000000007E-09, -0.0016624327981840002, 7.8500000000000011E-05, 7.8500000000000011E-05
DataValue, 7.9500000000000008E-05, 1.3510231E-08, -0.001275215647183, 7.9500000000000008E-05, 7.9500000000000008E-05
DataValue, 8.05E-05, 1.451179E-09, -0.0013068970292810002, 8.05E-05, 8.05E-05
DataValue, 8.15E-05, 9.5700060000000009E-09, -0.0012998566962780002, 8.15E-05, 8.15E-05
DataValue, 8.25E-05, 1.1785506E-08, -0.0012470544315870001, 8.25E-05, 8.25E-05
DataValue, 8.350000000000001E-05, 3.884023E-09, -0.0012294535990800002, 8.350000000000001E-05, 8.350000000000001E-05
DataValue, 8.4500000000000008E-05, 4.031256E-09, -0.00148290488869, 8.4500000000000008E-05, 8.4500000000000008E-05
DataValue, 8.55E-05, 1.6321673E-08, -0.001377300126478, 8.55E-05, 8.55E-05
DataValue, 8.65E-05, 1.0725810000000001E-09, -0.001475864555687, 8.65E-05, 8.65E-05
DataValue, 8.75E-05, 2.418708E-09, -0.0015920297009870002, 8.75E-05, 8.75E-05
DataValue, 8.850000000000001E-05, 8.546388E-09, -0.001514586270787, 8.850000000000001E-05, 8.850000000000001E-05
DataValue, 8.9500000000000007E-05, 8.35709E-09, -0.001261134981178, 8.9500000000000007E-05, 8.9500000000000007E-05
DataValue, 9.05E-05, 2.937528E-09, -0.0014125016750770002, 9.05E-05, 9.05E-05
DataValue, 9.15E-05, 1.6651192E-08, -0.001465304056183, 9.15E-05, 9.15E-05
DataValue, 9.2500000000000012E-05, 3.1057930000000004E-09, -0.0013244978617880001, 9.2500000000000012E-05, 9.2500000000000012E-05
DataValue, 9.3500000000000009E-05, 6.66742E-09, -0.0015568281523880001, 9.3500000000000009E-05, 9.3500000000000009E-05
DataValue, 9.45E-05, 1.1932739000000001E-08, -0.0014406630070880001, 9.45E-05, 9.45E-05
DataValue, 9.55E-05, 7.8943590000000014E-09, -0.0015286668203770002, 9.55E-05, 9.55E-05
DataValue, 9.65E-05, 7.235318E-09, -0.0013068970292810002, 9.65E-05, 9.65E-05
DataValue, 9.7500000000000012E-05, 3.7087460000000004E-09, -0.0015497878193860002, 9.7500000000000012E-05, 9.7500000000000012E-05
DataValue, 9.8500000000000009E-05, 8.672588E-09, -0.0012470544315870001, 9.8500000000000009E-05, 9.8500000000000009E-05
DataValue, 9.95E-05, 6.520188E-09, -0.0011344094527890002, 9.95E-05, 9.95E-05
DataValue, 0.0001005, 9.633106E-09, -0.0012928163632750002, 0.0001005, 0.0001005
DataValue, 0.0001015, 6.1135450000000007E-09, -0.0015357071533800002, 0.0001015, 0.0001015
DataValue, 0.00010250000000000001, 1.063569E-08, -0.0017222753958780002, 0.00010250000000000001, 0.00010250000000000001
DataValue, 0.00010350000000000001, 9.422774E-09, -0.0015040257712830001, 0.00010350000000000001, 0.00010350000000000001
DataValue, 0.0001045, 3.161882E-09, -0.0017715576104820002, 0.0001045, 0.0001045
DataValue, 0.0001055, 1.4477759000000002E-08, -0.001451223390177, 0.0001055, 0.0001055
DataValue, 0.0001065, 2.488819E-09, -0.001461783889681, 0.0001065, 0.0001065
DataValue, 0.00010750000000000001, 1.1294730000000001E-08, -0.0015955498674880002, 0.00010750000000000001, 0.00010750000000000001
DataValue, 0.00010850000000000001, 8.8478660000000012E-09, -0.001401941291988, 0.00010850000000000001, 0.00010850000000000001
DataValue, 0.0001095, 1.1673329E-08, -0.0014899451052770001, 0.0001095, 0.0001095
DataValue, 0.0001105, 4.3257210000000006E-09, -0.001345618744381, 0.0001105, 0.0001105
DataValue, 0.00011150000000000001, 6.5762760000000008E-09, -0.0014125016750770002, 0.00011150000000000001, 0.00011150000000000001
DataValue, 0.00011250000000000001, 8.74971E-09, -0.001377300126478, 0.00011250000000000001, 0.00011250000000000001
DataValue, 0.00011350000000000001, 3.4142810000000002E-09, -0.0010217644739900001, 0.00011350000000000001, 0.00011350000000000001
DataValue, 0.0001145, 6.9618860000000006E-09, -0.001264655147679, 0.0001145, 0.0001145
DataValue, 0.0001155, 1.3040489000000002E-08, -0.0014160218415780002, 0.0001155, 0.0001155
DataValue, 0.00011650000000000001, 7.3124400000000009E-09, -0.0013244978617880001, 0.00011650000000000001, 0.00011650000000000001
DataValue, 0.00011750000000000001, 1.2416503000000002E-08, -0.00095840159338000008, 0.00011750000000000001, 0.00011750000000000001
DataValue, 0.00011850000000000001, -2.3147900000000003E-10, -0.0011801713844760001, 0.00011850000000000001, 0.00011850000000000001
DataValue, 0.0001195, 7.8803360000000013E-09, -0.0011308892862870001, 0.0001195, 0.0001195
DataValue, 0.0001205, 1.0782922000000001E-08, -0.001380820292979, 0.0001205, 0.0001205
DataValue, 0.00012150000000000001, 1.1631262000000001E-08, -0.001254094648175, 0.00012150000000000001, 0.00012150000000000001
DataValue, 0.0001225, 5.005795E-09, -0.0012963365297760001, 0.0001225, 0.0001225
DataValue, 0.00012350000000000002, 4.1574550000000007E-09, -0.001511066104285, 0.00012350000000000002, 0.00012350000000000002
DataValue, 0.00012450000000000002, 1.4498792000000001E-08, -0.001204812549986, 0.00012450000000000002, 0.00012450000000000002
DataValue, 0.00012550000000000002, 4.977751E-09, -0.00148290488869, 0.00012550000000000002, 0.00012550000000000002
DataValue, 0.0001265, 1.1217609000000001E-08, -0.001204812549986, 0.0001265, 0.0001265
DataValue, 0.0001275, 3.7998900000000006E-09, -0.0012294535990800002, 0.0001275, 0.0001275
DataValue, 0.0001285, 6.3869770000000005E-09, -0.001208332716487, 0.0001285, 0.0001285
DataValue, 0.0001295, 8.777755E-09, -0.0015040257712830001, 0.0001295, 0.0001295
DataValue, 0.0001305, 3.316126E-09, -0.0014195420080800002, 0.0001305, 0.0001305
DataValue, 0.0001315, 7.719081E-09, -0.001563868368976, 0.0001315, 0.0001315
DataValue, 0.0001325, 5.5526590000000006E-09, -0.001352659077384, 0.0001325, 0.0001325
DataValue, 0.00013350000000000002, 8.574433E-09, -0.0016166707500820002, 0.00013350000000000002, 0.00013350000000000002
