
SetupTitle, Endurance Measure 2V 1kHz After 800 000 Cycles(1)(1)
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 500, 500, 500, 500, 500
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 5E-06, -1.3869031100000002E-07, 0.034259438514709, 5E-06, 5E-06
DataValue, 1.5E-05, -1.4661452500000002E-07, 0.07428023964166601, 1.5E-05, 1.5E-05
DataValue, 2.5E-05, -1.46165874E-07, 0.11415775865316401, 2.5E-05, 2.5E-05
DataValue, 3.5000000000000004E-05, -1.55011918E-07, 0.15381595492363, 3.5000000000000004E-05, 3.5000000000000004E-05
DataValue, 4.5E-05, -1.5618890400000002E-07, 0.193587511777878, 4.5E-05, 4.5E-05
DataValue, 5.5E-05, -1.5874128700000001E-07, 0.23432858288288103, 5.5E-05, 5.5E-05
DataValue, 6.5000000000000008E-05, -1.6623577900000003E-07, 0.274786621332169, 6.5000000000000008E-05, 6.5000000000000008E-05
DataValue, 7.5000000000000007E-05, -1.62992905E-07, 0.314525097608566, 7.5000000000000007E-05, 7.5000000000000007E-05
DataValue, 8.5E-05, -1.6672297E-07, 0.35348659753799405, 8.5E-05, 8.5E-05
DataValue, 9.5E-05, -1.67105028E-07, 0.39337712526321406, 9.5E-05, 9.5E-05
DataValue, 0.000105, -1.6923608800000002E-07, 0.43408265709877003, 0.000105, 0.000105
DataValue, 0.000115, -1.7325707800000002E-07, 0.474250972270966, 0.000115, 0.000115
DataValue, 0.000125, -1.78115783E-07, 0.513754606246948, 0.000125, 0.000125
DataValue, 0.000135, -1.7652308800000003E-07, 0.55340152978897106, 0.000135, 0.000135
DataValue, 0.000145, -1.78125589E-07, 0.593577265739441, 0.000145, 0.000145
DataValue, 0.000155, -1.8129415500000002E-07, 0.63403421640396107, 0.000155, 0.000155
DataValue, 0.000165, -1.8182761600000002E-07, 0.673913180828094, 0.000165, 0.000165
DataValue, 0.000175, -1.8257209400000003E-07, 0.71355479955673207, 0.000175, 0.000175
DataValue, 0.00018500000000000002, -1.8523593300000003E-07, 0.753490030765533, 0.00018500000000000002, 0.00018500000000000002
DataValue, 0.00019500000000000002, -1.8798108700000002E-07, 0.79355734586715709, 0.00019500000000000002, 0.00019500000000000002
DataValue, 0.00020500000000000002, -1.88795653E-07, 0.83394181728363, 0.00020500000000000002, 0.00020500000000000002
DataValue, 0.00021500000000000002, -1.89305283E-07, 0.87384819984436, 0.00021500000000000002, 0.00021500000000000002
DataValue, 0.00022500000000000002, -1.8939852000000002E-07, 0.91397988796234109, 0.00022500000000000002, 0.00022500000000000002
DataValue, 0.00023500000000000002, -1.93458064E-07, 0.95381301641464211, 0.00023500000000000002, 0.00023500000000000002
DataValue, 0.000245, -1.8699476800000002E-07, 0.993640542030334, 0.000245, 0.000245
DataValue, 0.000255, -1.99608024E-07, 1.0338877439498901, 0.000255, 0.000255
DataValue, 0.000265, -1.94957522E-07, 1.0741866827011111, 0.000265, 0.000265
DataValue, 0.000275, -1.9392213300000001E-07, 1.1138511896133421, 0.000275, 0.000275
DataValue, 0.00028500000000000004, -1.9782746100000002E-07, 1.15363609790802, 0.00028500000000000004, 0.00028500000000000004
DataValue, 0.000295, -1.91474911E-07, 1.1935294866561892, 0.000295, 0.000295
DataValue, 0.00030500000000000004, -2.0376570800000003E-07, 1.2336413860321052, 0.00030500000000000004, 0.00030500000000000004
DataValue, 0.000315, -1.97851989E-07, 1.274069547653198, 0.000315, 0.000315
DataValue, 0.00032500000000000004, -2.0073454700000003E-07, 1.3141534328460691, 0.00032500000000000004, 0.00032500000000000004
DataValue, 0.000335, -1.9878994800000002E-07, 1.3537224531173711, 0.000335, 0.000335
DataValue, 0.00034500000000000004, -1.99521097E-07, 1.3936630487442021, 0.00034500000000000004, 0.00034500000000000004
DataValue, 0.000355, -2.03709632E-07, 1.4340724945068362, 0.000355, 0.000355
DataValue, 0.00036500000000000004, -1.9881237300000002E-07, 1.4742816686630251, 0.00036500000000000004, 0.00036500000000000004
DataValue, 0.000375, -2.01523179E-07, 1.5138225555419922, 0.000375, 0.000375
DataValue, 0.00038500000000000003, -1.99969037E-07, 1.553935289382935, 0.00038500000000000003, 0.00038500000000000003
DataValue, 0.000395, -2.08154731E-07, 1.5937719345092771, 0.000395, 0.000395
DataValue, 0.00040500000000000003, -2.04915366E-07, 1.6334882974624632, 0.00040500000000000003, 0.00040500000000000003
DataValue, 0.000415, -2.0253753500000002E-07, 1.6738476753234861, 0.000415, 0.000415
DataValue, 0.00042500000000000003, -2.04803911E-07, 1.7141399383544922, 0.00042500000000000003, 0.00042500000000000003
DataValue, 0.000435, -2.0146920600000002E-07, 1.7535010576248171, 0.000435, 0.000435
DataValue, 0.00044500000000000003, -2.05684373E-07, 1.7938344478607182, 0.00044500000000000003, 0.00044500000000000003
DataValue, 0.00045500000000000006, -2.1513818600000002E-07, 1.8340322971343992, 0.00045500000000000006, 0.00045500000000000006
DataValue, 0.000465, -2.0724201E-07, 1.8738538026809692, 0.000465, 0.000465
DataValue, 0.00047500000000000005, -2.0193466800000003E-07, 1.9137732982635503, 0.00047500000000000005, 0.00047500000000000005
DataValue, 0.000485, -2.13458563E-07, 1.9537265300750732, 0.000485, 0.000485
DataValue, 0.000495, -2.12713388E-07, 1.9934166669845581, 0.000495, 0.000495
DataValue, 0.000505, 4.8628500000000004E-08, 1.9935994148254401, 0.000505, 0.000505
DataValue, 0.000515, 7.6843428E-08, 1.9539095163345341, 0.000515, 0.000515
DataValue, 0.00052500000000000008, 7.839826600000001E-08, 1.9142361879348762, 0.00052500000000000008, 0.00052500000000000008
DataValue, 0.000535, 9.358142700000001E-08, 1.8742358684539802, 0.000535, 0.000535
DataValue, 0.000545, 9.2302784000000013E-08, 1.8339344263076782, 0.000545, 0.000545
DataValue, 0.000555, 9.603565600000001E-08, 1.7938826084136961, 0.000555, 0.000555
DataValue, 0.00056500000000000007, 9.8069989E-08, 1.7536584138870242, 0.00056500000000000007, 0.00056500000000000007
DataValue, 0.000575, 9.9685813000000007E-08, 1.714573979377747, 0.000575, 0.000575
DataValue, 0.000585, 9.8883156000000009E-08, 1.6746807098388672, 0.000585, 0.000585
DataValue, 0.000595, 1.0143763500000001E-07, 1.6339029073715212, 0.000595, 0.000595
DataValue, 0.00060500000000000007, 1.0296934500000001E-07, 1.5939521789550781, 0.00060500000000000007, 0.00060500000000000007
DataValue, 0.000615, 1.01022643E-07, 1.5542887449264531, 0.000615, 0.000615
DataValue, 0.000625, 1.03460749E-07, 1.5146031379699712, 0.000625, 0.000625
DataValue, 0.000635, 1.0516560400000001E-07, 1.4744576215744021, 0.000635, 0.000635
DataValue, 0.00064500000000000007, 1.0653327100000001E-07, 1.4343400001525881, 0.00064500000000000007, 0.00064500000000000007
DataValue, 0.00065500000000000009, 9.8688275000000008E-08, 1.3940678834915161, 0.00065500000000000009, 0.00065500000000000009
DataValue, 0.000665, 1.07839952E-07, 1.3539710044860842, 0.000665, 0.000665
DataValue, 0.000675, 1.0751118400000001E-07, 1.314510703086853, 0.000675, 0.000675
DataValue, 0.00068500000000000006, 1.0334648700000001E-07, 1.2748119831085212, 0.00068500000000000006, 0.00068500000000000006
DataValue, 0.00069500000000000009, 1.1042668300000002E-07, 1.2343761920928962, 0.00069500000000000009, 0.00069500000000000009
DataValue, 0.000705, 1.0626829500000001E-07, 1.1945958137512212, 0.000705, 0.000705
DataValue, 0.000715, 1.0442884200000001E-07, 1.1546119451522832, 0.000715, 0.000715
DataValue, 0.00072500000000000006, 1.04641948E-07, 1.1143281459808352, 0.00072500000000000006, 0.00072500000000000006
DataValue, 0.00073500000000000008, 1.0645966600000001E-07, 1.07421088218689, 0.00073500000000000008, 0.00073500000000000008
DataValue, 0.000745, 1.0777827000000001E-07, 1.0344696044921882, 0.000745, 0.000745
DataValue, 0.000755, 1.0857250700000001E-07, 0.99434393644332908, 0.000755, 0.000755
DataValue, 0.00076500000000000005, 1.11450852E-07, 0.95394963026046709, 0.00076500000000000005, 0.00076500000000000005
DataValue, 0.00077500000000000008, 1.0484524200000001E-07, 0.914294242858887, 0.00077500000000000008, 0.00077500000000000008
DataValue, 0.000785, 1.0215477200000001E-07, 0.874569177627563, 0.000785, 0.000785
DataValue, 0.000795, 1.1041476E-07, 0.83466947078704812, 0.000795, 0.000795
DataValue, 0.000805, 1.0604467300000001E-07, 0.794607818126678, 0.000805, 0.000805
DataValue, 0.00081500000000000008, 1.06935651E-07, 0.754479289054871, 0.00081500000000000008, 0.00081500000000000008
DataValue, 0.0008250000000000001, 1.08046756E-07, 0.714200079441071, 0.0008250000000000001, 0.0008250000000000001
DataValue, 0.000835, 1.03199973E-07, 0.67483127117157, 0.000835, 0.000835
DataValue, 0.000845, 1.0837062100000001E-07, 0.63488298654556308, 0.000845, 0.000845
DataValue, 0.00085500000000000007, 1.0428092900000001E-07, 0.59407258033752408, 0.00085500000000000007, 0.00085500000000000007
DataValue, 0.0008650000000000001, 1.0720203400000001E-07, 0.55428904294967607, 0.0008650000000000001, 0.0008650000000000001
DataValue, 0.000875, 1.0324624400000001E-07, 0.514661490917206, 0.000875, 0.000875
DataValue, 0.000885, 1.04625826E-07, 0.474783599376678, 0.000885, 0.000885
DataValue, 0.00089500000000000007, 1.0879122700000001E-07, 0.43481457233429005, 0.00089500000000000007, 0.00089500000000000007
DataValue, 0.0009050000000000001, 9.9376670000000011E-08, 0.39471876621246305, 0.0009050000000000001, 0.0009050000000000001
DataValue, 0.000915, 1.05560972E-07, 0.354297697544098, 0.000915, 0.000915
DataValue, 0.000925, 9.9406115E-08, 0.314459949731827, 0.000925, 0.000925
DataValue, 0.00093500000000000007, 1.01603774E-07, 0.27503058314323403, 0.00093500000000000007, 0.00093500000000000007
DataValue, 0.00094500000000000009, 1.04236769E-07, 0.23511259257793402, 0.00094500000000000009, 0.00094500000000000009
DataValue, 0.000955, 1.0636923500000001E-07, 0.19424653053283703, 0.000955, 0.000955
DataValue, 0.000965, 9.6487810000000009E-08, 0.15442886948585502, 0.000965, 0.000965
DataValue, 0.00097500000000000006, 9.9539307E-08, 0.11444854736328101, 0.00097500000000000006, 0.00097500000000000006
DataValue, 0.000985, 1.0433280600000001E-07, 0.074492521584034008, 0.000985, 0.000985
DataValue, 0.000995, 9.459368000000001E-08, 0.034966345876455, 0.000995, 0.000995
DataValue, 0.001005, 1.04107784E-07, -0.005432551261038, 0.001005, 0.001005
DataValue, 0.001015, 1.0334788700000001E-07, -0.045675493776798005, 0.001015, 0.001015
DataValue, 0.001025, 1.0194446500000001E-07, -0.08521082252264, 0.001025, 0.001025
DataValue, 0.0010350000000000001, 1.0193115E-07, -0.125273168087006, 0.0010350000000000001, 0.0010350000000000001
DataValue, 0.0010450000000000001, 1.0422695600000001E-07, -0.165310859680176, 0.0010450000000000001, 0.0010450000000000001
DataValue, 0.0010550000000000002, 9.7019175E-08, -0.205142974853516, 0.0010550000000000002, 0.0010550000000000002
DataValue, 0.001065, 1.07957021E-07, -0.24517749249935103, 0.001065, 0.001065
DataValue, 0.001075, 1.0833066E-07, -0.285187751054764, 0.001075, 0.001075
DataValue, 0.001085, 1.06837511E-07, -0.32496422529220603, 0.001085, 0.001085
DataValue, 0.001095, 1.0556237800000001E-07, -0.36489138007164, 0.001095, 0.001095
DataValue, 0.001105, 1.0711932E-07, -0.40519344806671104, 0.001105, 0.001105
DataValue, 0.001115, 1.1117676E-07, -0.44508224725723305, 0.001115, 0.001115
DataValue, 0.0011250000000000001, 1.08069187E-07, -0.48502454161644004, 0.0011250000000000001, 0.0011250000000000001
DataValue, 0.0011350000000000002, 1.11095446E-07, -0.524971425533295, 0.0011350000000000002, 0.0011350000000000002
DataValue, 0.001145, 1.1166326200000001E-07, -0.564796447753906, 0.001145, 0.001145
DataValue, 0.001155, 1.1650022500000001E-07, -0.605015456676483, 0.001155, 0.001155
DataValue, 0.001165, 1.09970323E-07, -0.645099997520447, 0.001165, 0.001165
DataValue, 0.001175, 1.1831583900000001E-07, -0.685021162033081, 0.001175, 0.001175
DataValue, 0.001185, 1.11575638E-07, -0.724866986274719, 0.001185, 0.001185
DataValue, 0.001195, 1.12993078E-07, -0.76464068889617909, 0.001195, 0.001195
DataValue, 0.0012050000000000001, 1.22962831E-07, -0.804864585399628, 0.0012050000000000001, 0.0012050000000000001
DataValue, 0.0012150000000000002, 1.1647779300000001E-07, -0.845194160938263, 0.0012150000000000002, 0.0012150000000000002
DataValue, 0.0012250000000000002, 1.2134420000000002E-07, -0.88549023866653409, 0.0012250000000000002, 0.0012250000000000002
DataValue, 0.001235, 1.1574944400000001E-07, -0.9252156615257261, 0.001235, 0.001235
DataValue, 0.001245, 1.1861656900000001E-07, -0.96467459201812711, 0.001245, 0.001245
DataValue, 0.001255, 1.2201366E-07, -1.004828095436096, 0.001255, 0.001255
DataValue, 0.001265, 1.22954418E-07, -1.0453231334686282, 0.001265, 0.001265
DataValue, 0.001275, 1.22714667E-07, -1.0854935646057131, 0.001275, 0.001275
DataValue, 0.0012850000000000001, 1.1840487000000001E-07, -1.1251841783523562, 0.0012850000000000001, 0.0012850000000000001
DataValue, 0.0012950000000000001, 1.27736001E-07, -1.1649458408355711, 0.0012950000000000001, 0.0012950000000000001
DataValue, 0.0013050000000000002, 1.25981373E-07, -1.2049025297164921, 0.0013050000000000002, 0.0013050000000000002
DataValue, 0.001315, 1.2511002E-07, -1.2454462051391602, 0.001315, 0.001315
DataValue, 0.001325, 1.2736237000000002E-07, -1.2855123281478882, 0.001325, 0.001325
DataValue, 0.001335, 1.2534485400000002E-07, -1.325219511985779, 0.001335, 0.001335
DataValue, 0.001345, 1.3094802400000002E-07, -1.364845275878906, 0.001345, 0.001345
DataValue, 0.001355, 1.30554056E-07, -1.4050470590591431, 0.001355, 0.001355
DataValue, 0.0013650000000000001, 1.27267725E-07, -1.4457688331604002, 0.0013650000000000001, 0.0013650000000000001
DataValue, 0.0013750000000000001, 1.2873214000000002E-07, -1.4857192039489751, 0.0013750000000000001, 0.0013750000000000001
DataValue, 0.0013850000000000002, 1.27956824E-07, -1.5255079269409182, 0.0013850000000000002, 0.0013850000000000002
DataValue, 0.0013950000000000002, 1.31412094E-07, -1.5651711225509641, 0.0013950000000000002, 0.0013950000000000002
DataValue, 0.001405, 1.2866344400000002E-07, -1.6049623489379881, 0.001405, 0.001405
DataValue, 0.001415, 1.2764137100000002E-07, -1.645479202270508, 0.001415, 0.001415
DataValue, 0.001425, 1.3672294600000002E-07, -1.6854355335235602, 0.001425, 0.001425
DataValue, 0.001435, 1.29067914E-07, -1.7256081104278562, 0.001435, 0.001435
DataValue, 0.001445, 1.32596796E-07, -1.76494562625885, 0.001445, 0.001445
DataValue, 0.0014550000000000001, 1.2201296300000002E-07, -1.8048298358917241, 0.0014550000000000001, 0.0014550000000000001
